,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,James Harden\hardeja01,HOU,19,19,36.3,9.4,18.7,0.5,3.5,10.1,0.35100000000000003,9.0,10.4,0.868,0.9,5.6,6.6,8.1,1.9,0.9,4.2,3.4,31.3,26.4
1,2,Damian Lillard\lillada01,POR,12,12,39.7,9.9,20.9,0.474,4.8,11.2,0.425,8.6,9.4,0.912,0.3,3.7,4.0,7.8,1.1,0.2,3.3,1.7,33.2,26.2
2,3,Luka Dončić\doncilu01,DAL,13,13,35.6,10.2,20.9,0.489,2.4,7.2,0.33,7.6,10.4,0.733,1.0,9.0,10.0,9.2,0.8,0.5,4.9,2.8,30.5,23.8
3,4,Kawhi Leonard\leonaka01,LAC,19,19,37.7,9.8,20.3,0.486,2.1,5.6,0.377,6.6,7.7,0.863,1.4,6.5,7.9,5.2,2.2,0.7,2.2,2.3,28.4,23.8
4,5,LeBron James\jamesle01,LAL,28,28,35.1,9.7,18.2,0.532,2.1,5.8,0.36200000000000004,4.8,6.7,0.7070000000000001,1.3,8.7,9.9,8.3,1.1,0.9,3.8,1.9,26.2,23.0
5,6,Devin Booker\bookede01,PHO,8,8,33.8,10.4,20.6,0.503,1.9,6.0,0.313,7.9,8.4,0.94,0.3,4.6,4.9,6.0,0.5,0.3,2.5,3.1,30.5,22.7
6,7,Anthony Davis\davisan02,LAL,28,28,36.1,8.9,16.5,0.5379999999999999,1.1,3.0,0.35700000000000004,7.4,8.8,0.838,2.6,6.8,9.4,3.6,1.3,1.4,2.6,2.6,26.2,22.6
7,8,Giannis Antetokounmpo\antetgi01,MIL,15,15,28.8,10.1,17.3,0.585,1.3,4.1,0.306,5.6,9.3,0.6,2.5,10.7,13.1,5.1,0.5,1.1,3.4,3.5,27.1,22.5
8,9,Kristaps Porziņģis\porzikr01,DAL,9,9,34.6,8.9,18.2,0.488,2.8,6.6,0.424,7.7,8.7,0.885,1.6,7.7,9.2,1.7,0.6,1.3,1.2,4.1,28.2,21.8
9,10,Donovan Mitchell\mitchdo01,UTA,13,13,35.6,9.6,20.3,0.473,3.8,8.4,0.45899999999999996,6.5,6.9,0.9329999999999999,1.2,3.7,4.8,4.9,0.8,0.3,3.5,2.2,29.5,21.0
10,11,T.J. Warren\warretj01,IND,10,10,37.5,10.6,19.6,0.541,2.9,6.1,0.475,2.5,2.7,0.9259999999999999,1.2,5.1,6.3,2.4,1.7,0.8,1.8,3.3,26.6,20.2
11,12,Jimmy Butler\butleji01,MIA,25,25,36.6,6.4,13.2,0.486,0.6,1.8,0.33299999999999996,7.8,9.0,0.858,2.2,4.4,6.5,5.8,2.1,0.7,2.7,1.8,21.2,20.1
12,13,De'Aaron Fox\foxde01,SAC,6,6,34.7,10.3,20.5,0.504,1.2,5.3,0.21899999999999997,4.3,6.0,0.722,0.8,1.7,2.5,7.3,1.7,0.3,2.8,2.7,26.2,19.5
13,14,Jamal Murray\murraja01,DEN,23,23,37.1,9.1,18.1,0.502,3.0,6.8,0.439,3.3,3.7,0.872,1.0,3.8,4.8,6.3,0.9,0.3,2.4,2.0,24.4,19.3
14,15,DeMar DeRozan\derozde01,SAS,7,7,32.2,7.7,13.3,0.581,0.1,0.7,0.2,6.1,7.1,0.86,0.7,3.7,4.4,5.7,1.1,0.9,2.4,2.3,21.7,19.1
15,16,Nikola Jokić\jokicni01,DEN,27,27,34.4,8.6,16.5,0.519,1.9,4.7,0.402,3.5,4.1,0.8390000000000001,1.8,6.9,8.7,6.5,1.0,0.6,3.2,3.3,22.5,18.9
16,17,Jayson Tatum\tatumja01,BOS,24,24,38.0,8.3,18.6,0.44299999999999995,2.9,7.3,0.39399999999999996,5.4,6.5,0.8220000000000001,1.2,7.6,8.8,4.6,1.1,1.0,3.0,2.3,24.8,18.9
17,18,Nikola Vučević\vucevni01,ORL,13,13,32.3,9.3,18.0,0.517,2.6,6.5,0.405,2.1,2.5,0.8440000000000001,1.5,8.7,10.2,3.1,0.9,0.2,1.8,2.1,23.3,18.5
18,19,Thomas Bryant\bryanth01,WAS,8,8,30.8,7.4,13.9,0.532,1.9,4.6,0.405,2.0,2.6,0.762,2.9,6.0,8.9,1.5,1.4,2.0,0.6,2.3,18.6,17.7
19,20,Caris LeVert\leverca01,BRK,10,10,33.8,8.6,19.6,0.439,1.7,5.2,0.327,4.2,6.1,0.6890000000000001,1.7,3.7,5.4,7.8,1.4,0.4,3.3,1.6,23.1,17.6
20,21,Joel Embiid\embiijo01,PHI,11,11,29.3,7.6,15.8,0.483,0.5,2.5,0.185,8.0,10.2,0.7859999999999999,2.7,8.4,11.1,1.8,1.2,1.1,3.5,3.7,23.7,17.4
21,22,Jaren Jackson\jacksja02,MEM,3,3,36.7,8.3,17.3,0.48100000000000004,3.3,9.3,0.35700000000000004,5.3,6.7,0.8,0.7,2.0,2.7,0.7,1.3,1.7,1.7,4.3,25.3,16.6
22,23,Jarrett Allen\allenja01,BRK,10,10,33.7,4.9,7.6,0.645,0.0,0.1,0.0,3.7,4.9,0.755,3.8,8.7,12.5,3.4,0.5,1.4,1.6,2.5,13.5,16.2
23,24,Malcolm Brogdon\brogdma01,IND,10,10,35.4,6.3,15.0,0.42,2.3,5.9,0.39,4.6,5.2,0.885,0.6,4.7,5.3,7.8,0.6,0.2,2.6,2.0,19.5,15.9
24,25,Chris Paul\paulch01,OKC,14,14,33.3,6.8,13.9,0.49,1.9,4.9,0.382,3.6,3.9,0.927,0.6,5.9,6.5,5.9,1.7,0.4,3.4,2.6,19.1,15.9
25,26,Fred VanVleet\vanvlfr01,TOR,17,17,37.6,6.4,15.4,0.41200000000000003,3.4,8.6,0.397,2.9,3.4,0.86,0.3,3.9,4.2,6.8,1.6,0.6,1.9,2.4,19.0,15.8
26,27,Bam Adebayo\adebaba01,MIA,26,26,33.5,6.0,11.2,0.536,0.0,0.1,0.5,4.5,6.0,0.7609999999999999,2.2,7.3,9.5,4.6,0.9,0.9,2.5,2.9,16.6,15.4
27,28,Bogdan Bogdanović\bogdabo01,SAC,8,8,32.0,7.5,15.9,0.47200000000000003,3.4,7.6,0.44299999999999995,1.3,1.4,0.909,1.1,3.4,4.5,4.8,1.3,0.1,1.6,2.3,19.6,15.4
28,29,Rudy Gobert\goberru01,UTA,13,13,35.4,6.2,9.6,0.648,0.0,0.0,,3.7,6.0,0.615,3.3,7.9,11.2,1.2,0.6,1.6,1.5,3.5,16.2,15.4
29,30,Mike Conley\conlemi01,UTA,11,11,32.5,6.0,13.2,0.455,3.1,7.0,0.442,3.7,4.0,0.932,0.8,2.1,2.9,5.1,1.2,0.2,1.9,2.0,18.8,15.2
30,31,Paul George\georgpa01,LAC,19,19,35.6,7.4,17.3,0.426,3.2,8.4,0.384,3.9,4.5,0.882,0.8,4.9,5.8,3.8,1.6,0.4,2.7,3.2,21.9,15.1
31,32,Tobias Harris\harrito02,PHI,11,11,34.0,7.5,17.0,0.439,1.5,4.5,0.327,3.2,4.0,0.795,2.6,5.8,8.5,3.5,0.5,0.5,1.1,2.5,19.5,15.1
32,33,Derrick White\whitede01,SAS,7,7,29.8,5.7,12.6,0.455,3.1,8.0,0.39299999999999996,4.3,5.1,0.833,0.7,3.6,4.3,5.0,0.7,0.6,2.0,2.7,18.9,15.1
33,34,Jaylen Brown\brownja02,BOS,24,24,37.7,7.8,16.8,0.462,2.7,7.4,0.36700000000000005,2.9,3.8,0.778,1.3,5.9,7.2,2.0,1.5,0.5,2.1,2.7,21.1,14.9
34,35,Ja Morant\moranja01,MEM,8,8,37.8,6.8,17.1,0.39399999999999996,1.1,5.0,0.225,4.4,5.4,0.8140000000000001,0.9,5.5,6.4,9.9,0.5,0.4,3.6,2.5,19.0,14.6
35,36,CJ McCollum\mccolcj01,POR,13,13,40.3,8.2,18.7,0.436,2.5,6.8,0.371,2.5,3.3,0.7440000000000001,0.8,4.8,5.5,4.5,1.1,0.4,2.0,2.6,21.3,14.5
36,37,Jusuf Nurkić\nurkiju01,POR,13,13,31.9,6.1,12.8,0.47600000000000003,0.4,1.6,0.23800000000000002,3.8,4.5,0.845,2.8,7.5,10.3,3.8,1.4,1.3,2.5,4.6,16.3,14.4
37,38,Kyle Lowry\lowryky01,TOR,17,17,35.9,5.1,12.4,0.414,2.0,6.2,0.321,5.1,6.3,0.813,0.6,6.1,6.6,5.8,1.8,0.7,3.1,3.6,17.4,14.3
38,39,Jonas Valančiūnas\valanjo01,MEM,8,8,26.9,5.9,10.3,0.573,0.4,1.5,0.25,3.1,4.0,0.7809999999999999,2.9,8.6,11.5,2.8,0.6,0.9,2.5,3.3,15.3,14.0
39,40,Brook Lopez\lopezbr01,MIL,17,17,30.7,6.4,12.6,0.509,2.3,5.5,0.415,2.6,3.0,0.863,2.1,3.5,5.6,0.5,0.8,1.6,1.1,2.5,17.7,13.9
40,41,Rudy Gay\gayru01,SAS,7,0,24.8,6.3,13.4,0.46799999999999997,2.3,5.0,0.457,3.0,3.3,0.9129999999999999,0.7,5.0,5.7,1.9,1.3,0.7,1.4,2.0,17.9,13.7
41,42,Joe Harris\harrijo01,BRK,8,8,31.2,7.6,12.8,0.598,3.4,6.1,0.551,0.5,1.3,0.4,0.8,5.0,5.8,2.0,0.5,0.1,1.8,3.8,19.1,13.7
42,43,Khris Middleton\middlkh01,MIL,17,17,32.6,6.9,16.3,0.426,2.2,5.9,0.366,4.0,4.5,0.883,0.5,5.9,6.5,5.9,0.8,0.1,3.4,3.6,20.1,13.5
43,44,Kemba Walker\walkeke02,BOS,23,23,33.9,6.1,13.6,0.45,2.3,7.0,0.335,3.6,4.3,0.847,0.4,3.2,3.6,4.7,0.7,0.4,1.8,2.5,18.2,13.5
44,45,Goran Dragić\dragigo01,MIA,22,18,31.1,6.7,15.0,0.45,2.0,6.0,0.326,3.2,3.9,0.8140000000000001,0.7,3.4,4.1,4.7,1.2,0.2,2.3,3.1,18.6,13.1
45,46,Aaron Gordon\gordoaa01,ORL,4,4,25.9,5.3,10.3,0.512,1.3,2.8,0.455,3.5,5.3,0.667,1.0,7.5,8.5,3.3,0.3,0.8,1.5,2.3,15.3,13.1
46,47,Deandre Ayton\aytonde01,PHO,8,7,30.0,6.9,12.9,0.534,0.4,1.3,0.3,0.9,1.4,0.636,3.0,6.5,9.5,1.9,0.5,0.9,1.1,2.5,15.0,12.9
47,48,Shai Gilgeous-Alexander\gilgesh01,OKC,14,14,35.2,5.4,12.1,0.441,1.6,4.6,0.359,4.0,4.5,0.889,0.4,4.3,4.6,3.8,1.1,0.4,2.3,1.9,16.4,12.4
48,49,Brandon Ingram\ingrabr01,NOP,6,6,30.8,6.3,15.0,0.42200000000000004,2.2,5.0,0.433,5.0,6.3,0.789,0.3,4.7,5.0,3.0,0.8,0.2,2.5,2.8,19.8,12.4
49,50,Russell Westbrook\westbru01,HOU,12,12,33.9,7.9,18.5,0.428,1.0,3.8,0.267,3.2,5.5,0.5760000000000001,1.4,5.3,6.8,5.7,1.4,0.4,4.1,3.0,20.0,12.3
50,51,Keldon Johnson\johnske04,SAS,8,1,26.1,4.6,7.3,0.638,1.4,2.1,0.647,3.5,4.3,0.8240000000000001,0.6,4.4,5.0,1.1,1.1,0.1,1.3,2.4,14.1,12.2
51,52,J.J. Redick\redicjj01,NOP,6,1,26.0,5.8,12.2,0.479,4.0,8.7,0.462,3.0,3.7,0.818,0.2,1.7,1.8,1.8,0.2,0.2,1.7,1.7,18.7,12.1
52,53,Ricky Rubio\rubiori01,PHO,8,8,26.8,4.4,10.1,0.43200000000000005,1.5,3.5,0.429,2.6,2.8,0.955,0.5,4.4,4.9,7.9,0.8,0.3,2.3,3.0,12.9,12.1
53,54,Gordon Hayward\haywago01,BOS,12,8,33.0,5.4,11.9,0.455,1.5,4.8,0.316,3.1,3.5,0.8809999999999999,1.1,5.1,6.2,3.4,0.8,0.3,2.0,2.1,15.4,12.0
54,55,Zion Williamson\willizi01,NOP,5,5,20.7,7.6,13.6,0.5589999999999999,0.0,0.2,0.0,3.2,5.2,0.615,1.8,2.4,4.2,1.8,0.0,0.0,1.6,2.0,18.4,12.0
55,56,Cameron Johnson\johnsca02,PHO,8,8,32.4,5.0,10.0,0.5,1.9,5.4,0.349,1.4,1.4,1.0,1.3,4.6,5.9,2.1,0.8,0.5,0.4,2.0,13.3,11.9
56,57,Dario Šarić\saricda01,PHO,8,1,23.8,4.9,8.5,0.574,1.4,2.6,0.524,3.6,4.1,0.879,1.4,6.3,7.6,1.8,0.4,0.1,2.0,3.0,14.8,11.9
57,58,Jahlil Okafor\okafoja01,NOP,2,0,21.4,6.5,9.0,0.722,0.0,0.5,0.0,1.5,2.0,0.75,1.0,3.0,4.0,0.5,0.0,1.5,1.0,2.0,14.5,11.8
58,59,Myles Turner\turnemy01,IND,11,11,31.2,5.5,10.4,0.526,1.4,3.2,0.429,2.4,3.7,0.634,2.5,5.7,8.2,1.3,0.5,2.5,2.4,3.7,14.6,11.8
59,60,Tyler Herro\herroty01,MIA,29,7,32.2,5.9,13.0,0.452,2.2,6.0,0.376,2.3,2.6,0.907,0.3,4.7,5.0,3.7,0.4,0.1,2.0,1.7,16.3,11.6
60,61,Troy Brown\browntr01,WAS,8,8,32.9,5.5,14.5,0.379,1.4,4.3,0.324,2.9,3.1,0.92,1.5,5.8,7.3,4.5,1.1,0.1,1.8,2.8,15.3,11.5
61,62,Dillon Brooks\brookdi01,MEM,8,8,32.6,7.9,17.9,0.441,1.9,6.6,0.28300000000000003,2.5,3.1,0.8,0.9,2.9,3.8,2.8,0.8,0.3,2.0,4.0,20.1,11.2
62,63,Michael Porter\portemi01,DEN,26,10,26.3,5.1,10.1,0.504,2.0,5.2,0.396,2.0,2.5,0.828,1.3,5.9,7.2,1.0,0.8,0.5,1.5,2.6,14.2,11.0
63,64,Pascal Siakam\siakapa01,TOR,18,18,35.9,6.3,15.9,0.395,1.4,5.4,0.265,2.9,4.1,0.716,1.2,5.7,6.8,3.2,1.1,0.4,2.1,2.9,16.9,10.8
64,65,Jonathan Isaac\isaacjo01,ORL,2,0,15.5,3.5,5.0,0.7,1.0,1.5,0.667,2.0,2.0,1.0,0.5,4.0,4.5,2.0,1.5,0.0,1.0,2.0,10.0,10.6
65,66,Brandon Clarke\clarkbr01,MEM,8,1,26.7,5.3,8.9,0.5920000000000001,0.3,1.5,0.16699999999999998,1.5,2.4,0.632,1.8,4.9,6.6,1.1,0.8,0.8,1.1,2.3,12.3,10.5
66,67,Serge Ibaka\ibakase01,TOR,16,0,22.4,5.2,9.8,0.529,1.7,3.8,0.44299999999999995,0.9,1.2,0.737,1.7,6.0,7.7,1.1,0.4,1.1,1.3,2.6,12.9,10.5
67,68,Ish Smith\smithis01,WAS,8,4,27.2,5.8,13.5,0.426,0.9,2.4,0.368,1.8,2.0,0.875,0.3,3.5,3.8,6.1,0.9,0.8,2.3,2.8,14.1,10.4
68,69,Harrison Barnes\barneha02,SAC,8,8,31.3,4.9,10.3,0.47600000000000003,1.1,3.1,0.36,2.3,2.9,0.7829999999999999,2.0,4.1,6.1,0.9,0.6,0.3,1.0,1.4,13.1,10.2
69,70,Mikal Bridges\bridgmi01,PHO,8,8,33.7,4.6,9.6,0.48100000000000004,1.8,4.4,0.4,1.8,2.1,0.8240000000000001,0.9,3.3,4.1,1.8,1.1,0.9,1.0,2.6,12.8,10.2
70,71,Robert Covington\covinro01,HOU,20,20,32.4,3.6,8.5,0.424,2.4,6.2,0.379,1.0,1.2,0.826,0.9,5.5,6.3,1.5,2.5,1.3,1.1,3.5,10.5,10.1
71,72,Tim Hardaway\hardati02,DAL,14,14,34.3,5.6,13.4,0.41700000000000004,2.7,8.0,0.33899999999999997,2.6,3.0,0.857,0.4,3.6,3.9,1.7,0.3,0.0,0.8,2.6,16.4,10.1
72,73,Carmelo Anthony\anthoca01,POR,13,13,35.0,5.8,13.2,0.439,1.8,3.9,0.451,2.7,3.2,0.8540000000000001,0.8,5.3,6.2,1.2,1.1,0.5,2.0,3.8,16.0,9.9
73,74,Eric Gordon\gordoer01,HOU,14,14,32.4,5.8,14.4,0.40299999999999997,2.4,7.5,0.314,2.8,3.1,0.8859999999999999,0.5,2.2,2.7,2.7,0.8,0.6,2.2,2.0,16.7,9.9
74,75,Jrue Holiday\holidjr01,NOP,6,6,32.5,6.2,12.5,0.493,1.2,4.0,0.292,1.7,2.0,0.833,1.2,3.0,4.2,5.0,1.2,0.7,4.3,3.3,15.2,9.9
75,76,Marcus Smart\smartma01,BOS,24,17,35.3,3.9,10.3,0.379,2.1,6.3,0.33299999999999996,2.9,3.4,0.8640000000000001,0.5,4.1,4.6,4.7,1.5,0.4,2.5,3.1,12.8,9.9
76,77,Danilo Gallinari\gallida01,OKC,14,14,25.4,4.4,10.5,0.415,1.8,5.2,0.342,4.4,4.6,0.953,0.5,3.6,4.1,0.9,0.5,0.1,1.5,1.4,14.9,9.8
77,78,Ivica Zubac\zubaciv01,LAC,21,21,23.3,3.7,6.0,0.614,0.0,0.0,,2.2,3.0,0.758,3.0,5.4,8.3,1.0,0.2,0.8,1.0,2.7,9.7,9.8
78,79,Alec Burks\burksal01,PHI,11,1,21.6,4.9,10.5,0.466,1.7,4.0,0.43200000000000005,1.5,2.1,0.7390000000000001,1.1,2.1,3.2,2.3,0.5,0.3,0.8,1.4,13.1,9.7
79,80,Rui Hachimura\hachiru01,WAS,7,7,32.4,5.1,12.7,0.40399999999999997,0.7,2.0,0.35700000000000004,3.4,4.1,0.828,2.1,4.4,6.6,2.4,0.4,0.1,1.7,2.3,14.4,9.7
80,81,Gary Trent\trentga02,POR,13,1,32.7,4.8,10.5,0.46299999999999997,3.4,7.0,0.484,1.0,1.2,0.813,0.8,0.9,1.7,1.1,1.0,0.2,0.5,2.8,14.1,9.7
81,82,Nemanja Bjelica\bjeline01,SAC,8,6,23.7,3.4,6.1,0.551,1.1,3.1,0.36,1.1,1.4,0.818,0.5,5.3,5.8,3.0,1.0,0.9,0.9,2.9,9.0,9.6
82,83,Lou Williams\willilo02,LAC,18,0,24.9,4.8,11.1,0.43200000000000005,0.9,3.9,0.225,2.4,3.0,0.815,0.6,2.6,3.1,4.2,0.7,0.2,1.7,1.2,12.9,9.6
83,84,Steven Adams\adamsst01,OKC,12,12,27.2,4.3,7.3,0.598,0.0,0.1,0.0,1.5,3.2,0.474,3.8,6.3,10.1,1.2,0.4,0.3,2.0,1.8,10.2,9.5
84,85,Jeff Green\greenje02,HOU,20,2,27.3,4.7,9.3,0.505,1.9,5.0,0.374,1.5,1.8,0.857,0.3,3.7,4.0,1.9,0.6,0.5,1.1,2.6,12.8,9.5
85,86,Rajon Rondo\rondora01,LAL,16,0,24.7,3.4,7.6,0.455,1.3,3.1,0.4,0.8,1.2,0.684,0.8,3.5,4.3,6.6,1.4,0.1,2.1,2.3,8.9,9.5
86,87,Terrence Ross\rosste01,ORL,11,0,27.4,5.0,12.1,0.414,2.3,7.3,0.313,3.0,3.4,0.892,0.1,3.6,3.7,1.2,1.1,0.3,1.5,2.5,15.3,9.5
87,88,Victor Oladipo\oladivi01,IND,10,10,31.3,5.6,14.1,0.397,2.4,6.8,0.353,3.1,3.4,0.912,0.2,4.5,4.7,2.7,1.5,0.1,3.3,2.9,16.7,9.4
88,89,Jakob Poeltl\poeltja01,SAS,8,8,25.8,3.9,6.0,0.6459999999999999,0.0,0.0,,0.5,1.5,0.33299999999999996,3.4,4.8,8.1,1.8,0.9,1.4,1.1,3.8,8.3,9.4
89,90,Dennis Schröder\schrode01,OKC,9,1,30.4,6.1,14.3,0.426,1.8,5.6,0.32,2.8,3.4,0.8059999999999999,0.2,3.0,3.2,3.4,0.7,0.1,2.7,2.6,16.8,9.4
90,91,Trey Burke\burketr01,DAL,14,4,24.8,4.6,10.1,0.461,1.7,3.9,0.444,1.1,1.5,0.762,0.2,2.2,2.4,3.0,1.2,0.2,1.1,1.9,12.1,9.3
91,92,Jae Crowder\crowdja01,MIA,28,28,30.0,3.9,9.0,0.43799999999999994,2.8,7.1,0.385,1.3,1.8,0.74,0.5,4.8,5.3,1.8,0.7,0.5,0.8,2.6,11.9,9.3
92,93,Dorian Finney-Smith\finnedo01,DAL,13,13,31.7,4.0,9.0,0.444,2.0,5.2,0.382,0.9,1.2,0.75,2.5,4.2,6.7,2.8,0.6,0.4,1.2,3.5,10.9,9.3
93,94,Timothé Luwawu-Cabarrot\luwawti01,BRK,12,5,26.1,4.9,11.3,0.434,3.0,7.5,0.4,2.3,2.6,0.903,0.5,3.8,4.3,0.8,0.5,0.1,1.1,3.3,15.2,9.3
94,95,Jordan Clarkson\clarkjo01,UTA,15,2,25.2,5.9,14.1,0.42200000000000004,2.6,7.3,0.358,1.7,2.0,0.867,0.3,2.6,2.9,1.8,0.6,0.1,1.5,2.1,16.2,9.2
95,96,Grayson Allen\allengr01,MEM,8,0,27.6,4.8,9.4,0.507,3.0,6.3,0.48,1.1,1.3,0.9,0.4,2.0,2.4,1.1,0.5,0.1,1.3,2.1,13.6,9.1
96,97,OG Anunoby\anunoog01,TOR,17,17,33.1,3.5,7.5,0.465,1.4,3.2,0.444,1.8,2.6,0.705,1.9,3.9,5.8,1.3,1.1,0.9,1.2,2.3,10.2,9.1
97,98,Dejounte Murray\murrade01,SAS,8,8,29.9,4.9,12.5,0.39,0.9,2.6,0.33299999999999996,2.0,2.5,0.8,0.3,5.8,6.0,4.3,1.4,0.1,2.1,1.9,12.6,9.1
98,99,Jabari Parker\parkeja01,SAC,5,0,13.2,4.0,6.0,0.667,0.2,0.6,0.33299999999999996,1.2,1.4,0.857,1.4,2.4,3.8,1.6,0.6,0.2,0.8,1.0,9.4,9.1
99,100,Josh Richardson\richajo01,PHI,11,11,33.0,4.7,11.6,0.406,2.3,5.7,0.397,2.7,2.8,0.968,0.7,1.7,2.5,2.5,0.8,0.4,1.9,2.5,14.5,9.1
100,101,D.J. Augustin\augusdj01,ORL,13,7,25.6,3.5,8.5,0.418,1.4,3.4,0.409,3.4,3.6,0.9359999999999999,0.3,1.5,1.8,5.3,0.4,0.0,2.2,1.9,11.8,9.0
101,102,Joe Ingles\inglejo01,UTA,15,15,30.3,3.3,7.5,0.442,2.1,5.5,0.386,1.0,1.1,0.938,0.3,2.7,3.1,5.0,0.8,0.2,1.5,2.3,9.8,9.0
102,103,Eric Bledsoe\bledser01,MIL,14,14,27.8,3.8,9.9,0.381,0.9,3.3,0.261,2.4,3.4,0.7020000000000001,0.5,4.1,4.6,5.6,1.1,0.5,2.2,2.0,10.8,8.9
103,104,Tyler Johnson\johnsty01,BRK,12,6,23.9,4.4,10.4,0.424,2.1,5.3,0.391,1.7,1.7,1.0,0.7,1.9,2.6,2.8,0.3,0.2,0.7,2.2,12.6,8.9
104,105,Marcus Morris\morrima03,LAC,20,20,29.8,4.3,8.6,0.503,1.9,4.2,0.446,1.1,1.3,0.88,0.8,3.9,4.7,1.5,0.8,0.2,0.9,2.9,11.6,8.9
105,106,Derrick Favors\favorde01,NOP,6,6,25.6,3.3,5.7,0.588,0.0,0.0,,0.7,1.5,0.444,2.7,6.7,9.3,1.0,0.8,0.3,0.7,1.3,7.3,8.8
106,107,Evan Fournier\fournev01,ORL,10,10,31.5,4.6,11.7,0.39299999999999996,2.0,6.3,0.317,2.4,3.2,0.75,0.4,3.0,3.4,2.9,0.7,0.4,1.4,2.4,13.6,8.8
